file,bead_number,start_index,end_index,is_test,Logistic Regression_Prediction,Logistic Regression_Correct,Random Forest_Prediction,Random Forest_Correct,SVM_Prediction,SVM_Correct,XGBoost_Prediction,XGBoost_Correct,KNN_Prediction,KNN_Correct,Neural Network_Prediction,Neural Network_Correct,HistGradientBoosting_Prediction,HistGradientBoosting_Correct
103822_BM4A1NE1T220810Y0192.csv,26,128214,129688,False,,,,,,,,,,,,,,
103822_BM4A1NE1T220810Y0192.csv,27,129850,131324,False,,,,,,,,,,,,,,
103822_BM4A1NE1T220810Y0192.csv,28,131469,132943,True,3.0,False,1.0,True,0.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103822_BM4A1NE1T220810Y0192.csv,29,133119,134593,False,,,,,,,,,,,,,,
103822_BM4A1NE1T220810Y0192.csv,30,134746,136221,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103822_BM4A1NE1T220810Y0192.csv,31,136365,137839,False,,,,,,,,,,,,,,
103822_BM4A1NE1T220810Y0192.csv,32,148542,151868,True,3.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103822_BM4A1NE1T220810Y0192.csv,33,152011,155337,False,,,,,,,,,,,,,,
103822_BM4A1NE1T220810Y0192.csv,34,166165,169491,True,1.0,True,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103822_BM4A1NE1T220810Y0192.csv,35,169647,172973,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103439_BM4A1NE1T220810Y0189.csv,1,9862,13855,False,,,,,,,,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,2,14038,18031,True,3.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103439_BM4A1NE1T220810Y0189.csv,3,18178,22170,False,,,,,,,,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,4,41888,45214,False,,,,,,,,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,5,45397,48723,False,,,,,,,,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,6,48877,52204,False,,,,,,,,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,7,64032,65506,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
103439_BM4A1NE1T220810Y0189.csv,8,65651,67126,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
103439_BM4A1NE1T220810Y0189.csv,9,67274,68748,False,,,,,,,,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,10,68909,70384,True,1.0,True,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103439_BM4A1NE1T220810Y0189.csv,11,81623,83097,False,,,,,,,,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,12,83253,84727,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103439_BM4A1NE1T220810Y0189.csv,13,84870,86344,False,,,,,,,,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,14,86492,87966,True,0.0,False,1.0,True,0.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103439_BM4A1NE1T220810Y0189.csv,15,88127,89602,False,,,,,,,,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,16,89746,91220,False,,,,,,,,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,17,102892,104367,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
103439_BM4A1NE1T220810Y0189.csv,18,104519,105993,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
103439_BM4A1NE1T220810Y0189.csv,19,106142,107616,False,,,,,,,,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,20,107777,109251,False,,,,,,,,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,21,109430,110904,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
103439_BM4A1NE1T220810Y0189.csv,22,111048,112522,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
103439_BM4A1NE1T220810Y0189.csv,23,124597,126072,False,,,,,,,,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,24,126220,127694,False,,,,,,,,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,25,127839,129313,True,2.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103439_BM4A1NE1T220810Y0189.csv,26,129461,130935,False,,,,,,,,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,27,131097,132571,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103439_BM4A1NE1T220810Y0189.csv,28,132716,134190,False,,,,,,,,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,29,134366,135840,False,,,,,,,,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,30,135994,137468,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103439_BM4A1NE1T220810Y0189.csv,31,137613,139087,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103439_BM4A1NE1T220810Y0189.csv,32,150522,153848,False,,,,,,,,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,33,154009,157336,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
103439_BM4A1NE1T220810Y0189.csv,34,168059,171385,False,,,,,,,,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,35,171541,174867,False,,,,,,,,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,1,8235,12227,False,,,,,,,,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,2,12411,16403,False,,,,,,,,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,3,16551,20543,True,3.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112617_BM4A1NE1T220810Y0197.csv,4,40600,43926,True,2.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112617_BM4A1NE1T220810Y0197.csv,5,44108,47435,False,,,,,,,,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,6,47589,50915,False,,,,,,,,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,7,63855,65329,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
112617_BM4A1NE1T220810Y0197.csv,8,65476,66950,False,,,,,,,,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,9,67099,68573,False,,,,,,,,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,10,68734,70208,True,1.0,True,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112617_BM4A1NE1T220810Y0197.csv,11,81324,82798,False,,,,,,,,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,12,82951,84425,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112617_BM4A1NE1T220810Y0197.csv,13,84570,86044,True,0.0,False,1.0,True,3.0,False,3.0,False,1.0,True,1.0,True,1.0,True
112617_BM4A1NE1T220810Y0197.csv,14,86192,87666,True,2.0,False,1.0,True,0.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112617_BM4A1NE1T220810Y0197.csv,15,87828,89302,False,,,,,,,,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,16,89447,90921,True,3.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112617_BM4A1NE1T220810Y0197.csv,17,102091,103565,False,,,,,,,,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,18,103716,105190,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
112617_BM4A1NE1T220810Y0197.csv,19,105340,106814,False,,,,,,,,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,20,106974,108448,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
112617_BM4A1NE1T220810Y0197.csv,21,108627,110101,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
112617_BM4A1NE1T220810Y0197.csv,22,110252,111726,False,,,,,,,,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,23,123810,125284,False,,,,,,,,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,24,125436,126910,False,,,,,,,,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,25,127059,128533,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112617_BM4A1NE1T220810Y0197.csv,26,128678,130152,False,,,,,,,,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,27,130294,131768,False,,,,,,,,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,28,131913,133387,False,,,,,,,,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,29,133563,135037,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112617_BM4A1NE1T220810Y0197.csv,30,135191,136665,False,,,,,,,,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,31,136810,138284,True,0.0,False,1.0,True,0.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112617_BM4A1NE1T220810Y0197.csv,32,151378,154705,True,3.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112617_BM4A1NE1T220810Y0197.csv,33,154848,158174,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
112617_BM4A1NE1T220810Y0197.csv,34,169521,172848,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112617_BM4A1NE1T220810Y0197.csv,35,173007,176333,False,,,,,,,,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,1,8733,12726,True,1.0,True,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103510_BM4A2NE1T220810Y0189.csv,2,12910,16903,False,,,,,,,,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,3,17050,21042,True,3.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103510_BM4A2NE1T220810Y0189.csv,4,39618,42944,False,,,,,,,,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,5,43130,46456,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103510_BM4A2NE1T220810Y0189.csv,6,46611,49937,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103510_BM4A2NE1T220810Y0189.csv,7,60106,61580,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
103510_BM4A2NE1T220810Y0189.csv,8,61728,63202,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
103510_BM4A2NE1T220810Y0189.csv,9,63350,64824,False,,,,,,,,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,10,64985,66459,False,,,,,,,,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,11,78419,79894,False,,,,,,,,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,12,80045,81519,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,3.0,False
103510_BM4A2NE1T220810Y0189.csv,13,81664,83138,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,3.0,False
103510_BM4A2NE1T220810Y0189.csv,14,83286,84760,True,2.0,False,1.0,True,0.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103510_BM4A2NE1T220810Y0189.csv,15,84922,86396,True,1.0,True,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103510_BM4A2NE1T220810Y0189.csv,16,86541,88015,False,,,,,,,,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,17,101067,102542,False,,,,,,,,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,18,102693,104168,False,,,,,,,,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,19,104317,105791,False,,,,,,,,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,20,105951,107425,False,,,,,,,,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,21,107604,109078,False,,,,,,,,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,22,109229,110703,False,,,,,,,,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,23,122689,124163,False,,,,,,,,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,24,124315,125789,False,,,,,,,,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,25,125934,127408,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103510_BM4A2NE1T220810Y0189.csv,26,127555,129029,False,,,,,,,,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,27,129171,130646,True,1.0,True,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,3.0,False
103510_BM4A2NE1T220810Y0189.csv,28,130791,132265,False,,,,,,,,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,29,132440,133915,True,0.0,False,1.0,True,0.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103510_BM4A2NE1T220810Y0189.csv,30,134068,135542,True,0.0,False,1.0,True,3.0,False,3.0,False,1.0,True,1.0,True,3.0,False
103510_BM4A2NE1T220810Y0189.csv,31,135687,137161,True,3.0,False,1.0,True,3.0,False,3.0,False,1.0,True,1.0,True,1.0,True
103510_BM4A2NE1T220810Y0189.csv,32,147628,150954,True,3.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103510_BM4A2NE1T220810Y0189.csv,33,151097,154424,False,,,,,,,,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,34,163090,166417,True,1.0,True,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
103510_BM4A2NE1T220810Y0189.csv,35,166574,169900,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112750_BM4A2NE1T220810Y0198.csv,1,8756,12749,True,1.0,True,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112750_BM4A2NE1T220810Y0198.csv,2,12932,16925,True,3.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112750_BM4A2NE1T220810Y0198.csv,3,17072,21064,True,3.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112750_BM4A2NE1T220810Y0198.csv,4,40968,44294,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112750_BM4A2NE1T220810Y0198.csv,5,44474,47800,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112750_BM4A2NE1T220810Y0198.csv,6,47955,51281,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112750_BM4A2NE1T220810Y0198.csv,7,63697,65172,False,,,,,,,,,,,,,,
112750_BM4A2NE1T220810Y0198.csv,8,65321,66795,True,1.0,True,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112750_BM4A2NE1T220810Y0198.csv,9,66943,68418,False,,,,,,,,,,,,,,
112750_BM4A2NE1T220810Y0198.csv,10,68579,70053,False,,,,,,,,,,,,,,
112750_BM4A2NE1T220810Y0198.csv,11,81647,83121,False,,,,,,,,,,,,,,
112750_BM4A2NE1T220810Y0198.csv,12,83274,84748,False,,,,,,,,,,,,,,
112750_BM4A2NE1T220810Y0198.csv,13,84892,86367,False,,,,,,,,,,,,,,
112750_BM4A2NE1T220810Y0198.csv,14,86517,87991,False,,,,,,,,,,,,,,
112750_BM4A2NE1T220810Y0198.csv,15,88150,89624,False,,,,,,,,,,,,,,
112750_BM4A2NE1T220810Y0198.csv,16,89769,91243,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112750_BM4A2NE1T220810Y0198.csv,17,100955,102429,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
112750_BM4A2NE1T220810Y0198.csv,18,102582,104056,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
112750_BM4A2NE1T220810Y0198.csv,19,104205,105679,False,,,,,,,,,,,,,,
112750_BM4A2NE1T220810Y0198.csv,20,105840,107314,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
112750_BM4A2NE1T220810Y0198.csv,21,107493,108967,False,,,,,,,,,,,,,,
112750_BM4A2NE1T220810Y0198.csv,22,109117,110592,False,,,,,,,,,,,,,,
112750_BM4A2NE1T220810Y0198.csv,23,121472,122946,True,3.0,False,1.0,True,0.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112750_BM4A2NE1T220810Y0198.csv,24,123096,124570,False,,,,,,,,,,,,,,
112750_BM4A2NE1T220810Y0198.csv,25,124712,126186,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112750_BM4A2NE1T220810Y0198.csv,26,126333,127808,True,0.0,False,1.0,True,0.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112750_BM4A2NE1T220810Y0198.csv,27,127950,129424,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112750_BM4A2NE1T220810Y0198.csv,28,129571,131045,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112750_BM4A2NE1T220810Y0198.csv,29,131219,132693,False,,,,,,,,,,,,,,
112750_BM4A2NE1T220810Y0198.csv,30,132850,134324,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112750_BM4A2NE1T220810Y0198.csv,31,134467,135941,False,,,,,,,,,,,,,,
112750_BM4A2NE1T220810Y0198.csv,32,148088,151414,True,3.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112750_BM4A2NE1T220810Y0198.csv,33,151557,154883,False,,,,,,,,,,,,,,
112750_BM4A2NE1T220810Y0198.csv,34,165831,169157,False,,,,,,,,,,,,,,
112750_BM4A2NE1T220810Y0198.csv,35,169314,172640,True,2.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112439_BM4A2NE1T220810Y0195.csv,1,9985,13977,False,,,,,,,,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,2,14160,18152,False,,,,,,,,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,3,18300,22292,True,3.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112439_BM4A2NE1T220810Y0195.csv,4,42046,45373,False,,,,,,,,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,5,45556,48882,True,2.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112439_BM4A2NE1T220810Y0195.csv,6,49036,52363,False,,,,,,,,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,7,63368,64842,True,3.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112439_BM4A2NE1T220810Y0195.csv,8,64990,66464,False,,,,,,,,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,9,66613,68087,True,1.0,True,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112439_BM4A2NE1T220810Y0195.csv,10,68248,69722,False,,,,,,,,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,11,82004,83479,False,,,,,,,,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,12,83632,85106,False,,,,,,,,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,13,85256,86730,True,0.0,False,1.0,True,0.0,False,1.0,True,1.0,True,1.0,True,0.0,False
112439_BM4A2NE1T220810Y0195.csv,14,86893,88367,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112439_BM4A2NE1T220810Y0195.csv,15,88523,89997,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112439_BM4A2NE1T220810Y0195.csv,16,90142,91616,False,,,,,,,,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,17,103990,105465,False,,,,,,,,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,18,105615,107089,False,,,,,,,,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,19,107239,108713,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
112439_BM4A2NE1T220810Y0195.csv,20,108874,110348,False,,,,,,,,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,21,110526,112001,False,,,,,,,,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,22,112151,113625,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
112439_BM4A2NE1T220810Y0195.csv,23,124258,125732,True,1.0,True,1.0,True,0.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112439_BM4A2NE1T220810Y0195.csv,24,125881,127355,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112439_BM4A2NE1T220810Y0195.csv,25,127499,128974,False,,,,,,,,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,26,129121,130595,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112439_BM4A2NE1T220810Y0195.csv,27,130738,132212,False,,,,,,,,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,28,132356,133831,False,,,,,,,,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,29,134009,135483,True,0.0,False,1.0,True,0.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112439_BM4A2NE1T220810Y0195.csv,30,135639,137113,False,,,,,,,,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,31,137258,138732,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112439_BM4A2NE1T220810Y0195.csv,32,148545,151871,False,,,,,,,,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,33,152014,155340,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
112439_BM4A2NE1T220810Y0195.csv,34,166109,169435,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
112439_BM4A2NE1T220810Y0195.csv,35,169589,172916,False,,,,,,,,,,,,,,
113533_BM4A1NE1T220810Y0206.csv,1,8853,12845,True,3.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
113533_BM4A1NE1T220810Y0206.csv,2,13028,17021,True,3.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
113533_BM4A1NE1T220810Y0206.csv,3,17168,21160,True,3.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
113533_BM4A1NE1T220810Y0206.csv,4,39892,43219,False,,,,,,,,,,,,,,
113533_BM4A1NE1T220810Y0206.csv,5,43400,46727,False,,,,,,,,,,,,,,
113533_BM4A1NE1T220810Y0206.csv,6,46883,50209,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
113533_BM4A1NE1T220810Y0206.csv,7,61790,63264,False,,,,,,,,,,,,,,
113533_BM4A1NE1T220810Y0206.csv,8,63410,64884,False,,,,,,,,,,,,,,
113533_BM4A1NE1T220810Y0206.csv,9,65033,66507,False,,,,,,,,,,,,,,
113533_BM4A1NE1T220810Y0206.csv,10,66668,68142,False,,,,,,,,,,,,,,
113533_BM4A1NE1T220810Y0206.csv,11,79762,81236,False,,,,,,,,,,,,,,
113533_BM4A1NE1T220810Y0206.csv,12,81388,82862,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
113533_BM4A1NE1T220810Y0206.csv,13,83007,84481,False,,,,,,,,,,,,,,
113533_BM4A1NE1T220810Y0206.csv,14,84629,86103,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
113533_BM4A1NE1T220810Y0206.csv,15,86265,87739,False,,,,,,,,,,,,,,
113533_BM4A1NE1T220810Y0206.csv,16,87884,89358,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
113533_BM4A1NE1T220810Y0206.csv,17,101030,102504,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
113533_BM4A1NE1T220810Y0206.csv,18,102656,104130,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
113533_BM4A1NE1T220810Y0206.csv,19,104279,105753,False,,,,,,,,,,,,,,
113533_BM4A1NE1T220810Y0206.csv,20,105914,107388,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
113533_BM4A1NE1T220810Y0206.csv,21,107567,109041,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
113533_BM4A1NE1T220810Y0206.csv,22,109191,110666,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
113533_BM4A1NE1T220810Y0206.csv,23,124084,125558,True,1.0,True,1.0,True,0.0,False,1.0,True,1.0,True,1.0,True,1.0,True
113533_BM4A1NE1T220810Y0206.csv,24,125711,127185,False,,,,,,,,,,,,,,
113533_BM4A1NE1T220810Y0206.csv,25,127346,128820,False,,,,,,,,,,,,,,
113533_BM4A1NE1T220810Y0206.csv,26,128967,130441,False,,,,,,,,,,,,,,
113533_BM4A1NE1T220810Y0206.csv,27,130584,132058,False,,,,,,,,,,,,,,
113533_BM4A1NE1T220810Y0206.csv,28,132203,133677,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
113533_BM4A1NE1T220810Y0206.csv,29,133853,135327,False,,,,,,,,,,,,,,
113533_BM4A1NE1T220810Y0206.csv,30,135480,136954,False,,,,,,,,,,,,,,
113533_BM4A1NE1T220810Y0206.csv,31,137102,138576,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
113533_BM4A1NE1T220810Y0206.csv,32,149478,152805,True,2.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
113533_BM4A1NE1T220810Y0206.csv,33,152949,156275,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True
113533_BM4A1NE1T220810Y0206.csv,34,164843,168169,False,,,,,,,,,,,,,,
113533_BM4A1NE1T220810Y0206.csv,35,168325,171651,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
113712_BM4A2NE1T220810Y0207.csv,1,9717,13710,True,1.0,True,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
113712_BM4A2NE1T220810Y0207.csv,2,13894,17887,False,,,,,,,,,,,,,,
113712_BM4A2NE1T220810Y0207.csv,3,18034,22026,False,,,,,,,,,,,,,,
113712_BM4A2NE1T220810Y0207.csv,4,41704,45030,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
113712_BM4A2NE1T220810Y0207.csv,5,45213,48539,True,0.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
113712_BM4A2NE1T220810Y0207.csv,6,48695,52022,False,,,,,,,,,,,,,,
113712_BM4A2NE1T220810Y0207.csv,7,63752,65226,False,,,,,,,,,,,,,,
113712_BM4A2NE1T220810Y0207.csv,8,65373,66848,True,3.0,False,1.0,True,3.0,False,1.0,True,1.0,True,1.0,True,1.0,True
113712_BM4A2NE1T220810Y0207.csv,9,66996,68470,False,,,,,,,,,,,,,,
113712_BM4A2NE1T220810Y0207.csv,10,68631,70105,False,,,,,,,,,,,,,,
113712_BM4A2NE1T220810Y0207.csv,11,82554,84028,False,,,,,,,,,,,,,,
113712_BM4A2NE1T220810Y0207.csv,12,84181,85655,False,,,,,,,,,,,,,,
